ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
276,,-20,ขนม,ไทยพาณิชย์ (ซัน),THB,03/04/2026,,False
277,,-150,ตัดผม,ไทยพาณิชย์ (ซัน),THB,03/04/2026,,False
278,,-60,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,03/04/2026,,False
279,,-1538,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,02/04/2026,,False
280,,-210,ข้าวgrab,เครดิตUOB(บัตรหลัก),THB,02/04/2026,,False
281,Top,-355,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,02/04/2026,,False
282,,-55,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,02/04/2026,,False
283,Gym member,-1339,กีฬา,เครดิตUOB(บัตรหลัก),THB,01/04/2026,,False
284,Purra | Protein,-45,ข้าว7,true (ซัน),THB,01/04/2026,,False
285,,-75,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,01/04/2026,,False
286,ขนม | น้ำเปล่า,-90,ขนม,ไทยพาณิชย์ (ซัน),THB,01/04/2026,,False
287,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,31/03/2026,,False
288,,-47,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,31/03/2026,,False
289,,-45,ขนม,บัวหลวง (ต่อ),THB,31/03/2026,,False
290,,-329.5,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,31/03/2026,,False
291,,-507,ของทำกับข้าว,เครดิตUOB(บัตรหลัก),THB,31/03/2026,,False
292,Purra | กล้วยหอม,-21,ข้าว7,true (ซัน),THB,31/03/2026,,False
293,,5000,การชำระเงิน,ไทยพาณิชย์ (ซัน),THB,31/03/2026,,False
294,License,1500,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,31/03/2026,,False
295,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,31/03/2026,,False
296,Mask N95,-63,ค่ายา,ไทยพาณิชย์ (ซัน),THB,31/03/2026,,False
297,,-10,ของใช้ส่วนตัว,ไทยพาณิชย์ (ซัน),THB,31/03/2026,,False
298,,15.81,เงินดอกเบี้ย,สหกรณ์ มช.(บัญชี),THB,31/03/2026,,False
299,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,30/03/2026,,False
300,,-47,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,30/03/2026,,False
301,,-130,ข้าวเย็น,บัวหลวง (ต่อ),THB,30/03/2026,,False
302,,-150,กีฬา,บัวหลวง (ต่อ),THB,30/03/2026,,False
303,,-55,ขนม,บัวหลวง (ต่อ),THB,30/03/2026,,False
304,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,30/03/2026,,False
305,ได้รับจาก ไทยพาณิชย์ (ซัน),2000,โอนเงินเข้า,กสิกร เงินเก็บ,THB,30/03/2026,,True
306,ส่งไปยัง กสิกร เงินเก็บ,-2000,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,30/03/2026,,True
307,AI Conference,1000,โอนเงินเข้า,ไทยพาณิชย์ (ซัน),THB,30/03/2026,,False
308,,-55,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,30/03/2026,,False
309,,-54,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,30/03/2026,,False
310,,-97,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,29/03/2026,,False
311,,-156,ร้านอาหาร,บัวหลวง (ต่อ),THB,29/03/2026,,False
312,,-297,ร้านอาหาร,บัวหลวง (ต่อ),THB,29/03/2026,,False
313,,-192,ข้าวเย็น,บัวหลวง (ต่อ),THB,29/03/2026,,False
314,GAGA,-145,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,29/03/2026,,False
315,Matcha,-110,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,29/03/2026,,False
316,,-70,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,29/03/2026,,False
317,,-62,ข้าวเช้า,บัวหลวง (ต่อ),THB,28/03/2026,,False
318,,-35,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,28/03/2026,,False
319,,-55,ข้าวเย็น,บัวหลวง (ต่อ),THB,28/03/2026,,False
320,,-150,กีฬา,บัวหลวง (ต่อ),THB,28/03/2026,,False
321,,-42,ขนม,บัวหลวง (ต่อ),THB,28/03/2026,,False
322,,-20,ขนม,บัวหลวง (ต่อ),THB,28/03/2026,,False
323,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,28/03/2026,,False
324,,-799,ค่าAI,เครดิตUOB(บัตรหลัก),THB,28/03/2026,,False
325,,-77,ข้าวgrab,เครดิตUOB(บัตรหลัก),THB,28/03/2026,,False
326,Ice,-11,ข้าว7,true (ซัน),THB,28/03/2026,,False
327,,-522.16,ร้านอาหาร,ไทยพาณิชย์ (ซัน),THB,28/03/2026,,False
328,Chatramue,-125,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,28/03/2026,,False
329,,-65,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,28/03/2026,,False
330,Lotus,-1289,ของใช้ภายในบ้าน,เครดิตUOB(บัตรหลัก),THB,28/03/2026,,False
331,,10,รายได้อื่นๆ,บัวหลวง (ต่อ),THB,27/03/2026,,False
332,,-42,ข้าวเช้า,บัวหลวง (ต่อ),THB,27/03/2026,,False
333,,-1584.63,ค่าไฟฟ้า,กสิกร (ต่อ),THB,27/03/2026,,False
334,,-238,ข้าวเย็น,กสิกร (ต่อ),THB,27/03/2026,,False
335,,-118,คาเฟ่,เครดิตUOB(บัตรหลัก),THB,27/03/2026,,False
336,Fitwhey,-4013,อาหารเสริม,เครดิตUOB(บัตรหลัก),THB,27/03/2026,,False
337,,-71,ซื้อของ7,true (ซัน),THB,27/03/2026,,False
338,Protein,-108,ข้าว7,true (ซัน),THB,27/03/2026,,False
339,ได้รับจาก ไทยพาณิชย์ (ซัน),118,โอนเงินเข้า,กสิกร(ซัน),THB,27/03/2026,,True
340,,1000,โอนเงินเข้า,สหกรณ์ มช.(หุ้น),THB,27/03/2026,,False
341,OT,6600,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,27/03/2026,,False
342,ส่งไปยัง กสิกร(ซัน),-118,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,27/03/2026,,True
343,,-49,ของใช้ส่วนตัว,ไทยพาณิชย์ (ซัน),THB,27/03/2026,,False
344,,-2500,คลินิกผิว,เครดิตUOB(บัตรหลัก),THB,27/03/2026,,False
345,,-730,คลินิกผิว,เครดิตUOB(บัตรหลัก),THB,27/03/2026,,False
346,,-42,ข้าวเช้า,บัวหลวง (ต่อ),THB,26/03/2026,,False
347,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,26/03/2026,,False
348,,-150,กีฬา,บัวหลวง (ต่อ),THB,26/03/2026,,False
349,,-35,ขนม,บัวหลวง (ต่อ),THB,26/03/2026,,False
350,,-129,ล้างรถ,บัวหลวง (ต่อ),THB,26/03/2026,,False
351,ได้รับจาก ไทยพาณิชย์ (ซัน),500,โอนเงินเข้า,true (ซัน),THB,26/03/2026,,True
352,Protein,-98,ข้าว7,true (ซัน),THB,26/03/2026,,False
353,,8000,รับค่าชำระบัตรเครดิต,เครดิตกรุงศรี HomePro,THB,26/03/2026,,False
354,ได้รับจาก ไทยพาณิชย์ (ซัน),3725.4,โอนเงินเข้า,กสิกร(ซัน),THB,26/03/2026,,True
355,,-8000,จ่ายบัตรเครดิต,กสิกร(ซัน),THB,26/03/2026,,False
356,,7135.6,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
357,ส่งไปยัง true (ซัน),-500,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,True
358,ส่งไปยัง กสิกร(ซัน),-3725.4,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,True
359,หอพัก,-27,ค่าไฟฟ้า,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
360,,-50,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
361,,-50,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
362,Mask,-70,ค่ายา,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
363,,-35,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,26/03/2026,,False
364,,1000,โอนเงินเข้า,สหกรณ์ มช.(บัญชี),THB,26/03/2026,,False
365,,-30,ข้าวเช้า,บัวหลวง (ต่อ),THB,25/03/2026,,False
366,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,25/03/2026,,False
367,,-38,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,25/03/2026,,False
368,,-60,กีฬา,บัวหลวง (ต่อ),THB,25/03/2026,,False
369,,-42,ขนม,บัวหลวง (ต่อ),THB,25/03/2026,,False
370,ได้รับจาก ไทยพาณิชย์ (ซัน),200,โอนเงินเข้า,true (ซัน),THB,25/03/2026,,True
371,,-126,ข้าว7,true (ซัน),THB,25/03/2026,,False
372,Dermatrix,-337,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,25/03/2026,,False
373,Cerave,-984,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,25/03/2026,,False
374,Konvy,-658,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,25/03/2026,,False
375,ส่งไปยัง true (ซัน),-200,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,25/03/2026,,True
376,บ้านหางดง,-26.34,ค่าไฟฟ้า,ไทยพาณิชย์ (ซัน),THB,25/03/2026,,False
377,Amazon,-50,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,25/03/2026,,False
378,,-55,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,25/03/2026,,False
379,,-20,ขนม,ไทยพาณิชย์ (ซัน),THB,25/03/2026,,False
380,,5000,โอนเงินเข้า,บัวหลวง (ต่อ),THB,24/03/2026,,False
381,,-57,ข้าวเช้า,บัวหลวง (ต่อ),THB,24/03/2026,,False
382,,-47,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,24/03/2026,,False
383,,-42,ขนม,บัวหลวง (ต่อ),THB,24/03/2026,,False
384,Protein | Oatside,-216,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,24/03/2026,,False
385,,-70,น้ำมันรถ,ไทยพาณิชย์ (ซัน),THB,24/03/2026,,False
386,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,24/03/2026,,False
387,,-86,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,24/03/2026,,False
388,,-30,ค่าส่วนกลางวอร์ด,ไทยพาณิชย์ (ซัน),THB,24/03/2026,,False
389,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,23/03/2026,,False
390,,-47,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,23/03/2026,,False
391,,-58,ขนม,บัวหลวง (ต่อ),THB,23/03/2026,,False
392,,-50,ค่าใช้จ่ายอื่นๆ,True (ต่อ),THB,23/03/2026,,False
393,ได้รับจาก กสิกร (ต่อ),100.3,โอนเงินเข้า,True (ต่อ),THB,23/03/2026,,True
394,ส่งไปยัง True (ต่อ),-100.3,โอนเงินออก,กสิกร (ต่อ),THB,23/03/2026,,True
395,,-106,ข้าว7,True (ต่อ),THB,23/03/2026,,False
396,,-460,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,23/03/2026,,False
397,,-44,ข้าว7,true (ซัน),THB,23/03/2026,,False
398,Shift,2650,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,23/03/2026,,False
399,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,23/03/2026,,False
400,,-235,ร้านอาหาร,บัวหลวง (ต่อ),THB,22/03/2026,,False
401,,-503,ร้านอาหาร,เครดิตUOB(บัตรหลัก),THB,22/03/2026,,False
402,,-970,การรักษาพยาบาล,เครดิตUOB(บัตรหลัก),THB,22/03/2026,,False
403,,4491.65,รับค่าชำระบัตรเครดิต,เครดิตกรุงศรี Central,THB,22/03/2026,,False
404,ได้รับจาก ไทยพาณิชย์ (ซัน),1000,โอนเงินเข้า,กสิกร(ซัน),THB,22/03/2026,,True
405,ได้รับจาก ไทยพาณิชย์ (ซัน),322,โอนเงินเข้า,กสิกร(ซัน),THB,22/03/2026,,True
406,,-4491.65,จ่ายบัตรเครดิต,กสิกร(ซัน),THB,22/03/2026,,False
